Book_title,price,shipping_price,book_quantity,case_book_type,book_condition,Author,book_language,published_by,published_year,seller_name,seller_location,seller_rate
Follow the Star (Christmas Board Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Hardcover,Condition: Good,Jesslyn DeBoer,Language: English,"Candle Books,",2002,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
A Mans Little Instruction Book (Little instruction books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Birtles, Jasmine",Language: English,"Boxtree Ltd,",1997,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Mouse (Picture Flats Portrait - Igloo Books Ltd),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,Igloo Books,Language: English,"Igloo Books,",2014,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
My Very First Animals Book: 1 (My First Books),US$ 3.14,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,"James, Alice",Language: English,"Usborne Publishing Ltd,",2017,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
My Best Friend (Red Fox picture books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Hutchins, Pat",Language: English,"Red Fox,",1995,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Strictly Private: Anthology of Poetry (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"McGough, Roger",Language: English,"Puffin Books,",1982,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Experiments (Know How Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Amery, Heather",Language: English,"Usborne Publishing Ltd,",1977,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Colours and Shapes (Square books - first books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Bradbury, Lynne",Language: English,"Ladybird Books Ltd,",1981,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Silver Sword (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Ian Serraillier,Language: English,"Puffin Books,",1970,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Boy Who Had (Nearly) Everything: Book 6 (Books For Boys),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Whybrow, Ian",Language: English,"Hodder Childrens Books,",2006,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Golden Goose (Young Puffin Story Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"King-Smith, Dick",Language: English,"Puffin,",2003,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Bumface (Puffin Teenage Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Gleitzman, Morris",Language: English,"Puffin,",1999,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Another Very First Poetry Book (Poetry Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,John Foster,Language: English,"Oxford University Press,",1992,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Hundred and One Dalmatians (Disney Landscape Picture Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Smith, Dodie",Language: English,"Ladybird Books Ltd,",1994,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Silver Sword (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,Ian Serraillier,Language: English,"Puffin Books,",1970,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Usborne Little Book of Nursery Rhymes (Miniature Editions) (Little Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,"Hooper, Caroline and Danes, Emma",Language: English,"Usborne Publishing Ltd,",2005,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
"Well Done, Secret Seven (Knight Books)",US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Blyton, Enid",Language: English,"Knight,",1978,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
A Twist in the Tale (Coronet Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Archer, Jeffrey",Language: English,"Coronet Books,",1989,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Secret Seven on the Trail (Knight Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Fair,"Blyton, Enid",Language: English,"Knight,",1968,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Fantastic Mr Fox: A Play (Puffin Story Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Dahl, Roald",Language: English,"Puffin,",1987,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
If Youre Happy and You Know it. (Baby Board Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,,Language: English,"Childs Play (International) Ltd,",2001,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Love and Friendship (Abacus Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Lurie, Alison",Language: English,"Sphere Books Ltd,",1991,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
A Travellers Life (Picador Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 4 available,Used - Softcover,Condition: Good,"Newby, Eric",Language: English,"Picador,",1995,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Great Books to Read Aloud,US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Wilson, Jacqueline",Language: English,"Corgi Childrens,",2006,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Round Ireland in Low Gear (Picador Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Newby, Eric",Language: English,"Picador,",1988,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
A Pack of Liars (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Fine, Anne",Language: English,"Puffin Books,",1990,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Stories for Nine Year Olds and Other Young Readers (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,See Title,Language: English,"Puffin Books,",1981,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Party in the Sky (Red Fox picture books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Catley, Alison",Language: English,"Red Fox,",1992,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Write and Sell Your Novel: The Beginners Guide to Writing for Publication (How to Books (Midpoint)),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Oliver, Marina",Language: English,"How To Books Ltd,",2000,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Life and Loves of a She-devil (Coronet Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Weldon, Fay",Language: English,"Coronet Books,",1986,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Arctic Adventure (Coronet Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Price, Willard",Language: English,"Knight,",1982,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Kings and Queens to Colour (Colouring Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Ruth Brocklehurst,Language: English,"Usborne Publishing Ltd,",2014,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Counting (My First Learning Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,"Bradbury, Lynne",Language: English,"Ladybird Books Ltd,",1998,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Introducing Postmodernism (Introducing (Icon Books)),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Appignanesi, Richard",Language: English,"Icon Books Ltd,",2000,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Beyond Certainty: The Changing Worlds of Organisations: Changing World of Organisations (Arrow Business Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Handy, Charles",Language: English,"Random House Business,",1996,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Starring Sally J.Freedman as Herself (Piccolo Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Blume, Judy",Language: English,"Macmillan Children's Books,",1984,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Party in the Sky (Red Fox picture books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Catley, Alison",Language: English,"Red Fox,",1992,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
"Chartwell, Kent (Guide Books)",US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Soames, Mary",Language: English,"National Trust,",1992,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
French (Eyewitness Travel Guides Phrase Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,Val?rie Dupin,Language: English,"DK,",1997,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Overcoming Chronic Fatigue: A Books on Prescription Title (Overcoming Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Burgess, Mary and Chalder, Prof Trudie",Language: English,"Robinson,",2005,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Rates of Exchange (Arena Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Bradbury, Malcolm",Language: English,"Vintage,",1984,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Child in Time (Picador Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"McEwan, Ian",Language: English,"Picador,",1988,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Life and Loves of a She-devil (Coronet Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Weldon, Fay",Language: English,"Coronet Books,",1986,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Mr Impossible and the Easter Egg Hunt (Mr. Men and Little Miss Picture Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Hargreaves, Adam",Language: English,"Egmont,",2020,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Wheres Rusty? (Farmyard Tales Flap Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Amery, Heather",Language: English,"Usborne Publishing Ltd,",1997,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Statistics (Made Simple Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Hayslett, H. T.",Language: English,"Made Simple,",1997,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Great Fire Of London (Abacus Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Ackroyd, Peter",Language: English,"Abacus,",1988,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Tale of Jemima Puddle-Duck (The original Peter Rabbit books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Hardcover,Condition: Good,"Potter, Beatrix",Language: English,"Godfrey Cave Associates Ltd,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Letters from Skye (Windmill Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Brockmole, Jessica",Language: English,"Windmill Books,",2014,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Fantastic Mr Fox: A Play (Puffin Story Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Dahl, Roald",Language: English,"Puffin,",1987,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Fangs Vampire Spy Book 2: Codename: The Tickler (Fangs Vampire Spy books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Donbavand, Tommy",Language: English,"Walker Books,",2013,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Stories for Nine Year Olds and Other Young Readers (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,See Title,Language: English,"Puffin Books,",1981,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Keep Calm and Colour Unicorns (Huck and Pucker Colouring Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Huck and Pucker,Language: English,"Huck and Pucker,",2016,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Fireman Sam and the Park Gates (Fireman Sam easy-to-read books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Fair,"Lee, Rob",Language: English,"Heinemann Young Books,",1991,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Beyond Certainty: The Changing Worlds of Organisations: Changing World of Organisations (Arrow Business Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Handy, Charles",Language: English,"Random House Business,",1996,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Robbers (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Bawden, Nina",Language: English,"Puffin Books,",1981,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Prostate Disorders (Understanding) (Family Doctor Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,David Kirk,Language: English,"Family Doctor Publications Ltd,",2007,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Jungle Book (Piccolo Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Kipling, Rudyard",Language: English,"Macmillan Childrens Books,",1986,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Boy Trouble at Trebizon (The Dragon Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Digby, Anne",Language: English,"Armada,",1981,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Drango Dragon (Picture story books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,"Biro, Val",Language: English,"Ladybird Books Ltd,",1989,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
